"","PROLIFIC_PID","key","resp","type","order","issue","gender","age","religion","education","politics_1","politics_2","RL","resp2","reflection_resp_O1","reflection_topic","reflection_time","explain","reflection_resp_O2"
"779","604922d6dfca14efccd04c58","va_n_1","3","Normative","First-order","Vaccines","2","26","1","5","1","3","Left",19,50,"Transgender Teen",106.014,"At a younger age I would be reasonably confident to trust a child/teenager to modify their lifestyle, gender presentation and to think about hormone therapies to delay or mitigate puberty. However when a surgery is irreversible I think the full consequences cannot be understood until much older. Consequences such as fertility, medication or the risks of the surgery itself are difficult to get your head around at any age, so when the person is young enough to quite naturally change their minds about a lot of things (e.g. whether or not they want biological children), it is a big decision to make. When someone's gender identity, sexuality and personality are still developing I would say that it is unwise to make permanent changes. However, the feelings and beliefs of that person should still be respected, and they should be heavily involved in making decisions about their own bodies.",26
"780","5eca718405a907594c6bb0af","va_n_1","76","Normative","First-order","Vaccines","2","29","2","4","1","2","Left",69,28,"Sexual Assistance",45.958,"I don’t think it would help because i think it would be uncomfortable and awkward for the person and wouldn’t feel enjoyable",30
"781","5d162cc3628de0001966c694","va_n_1","29","Normative","First-order","Vaccines","1","33","1","4","2","5","Left",26,49,"Surrogacy",46.345,"It is not possible to form a definitive opinion from the information provided. It is possible that either party could be exploited in this situation. For example, once carrying a couple's baby the surrogate would have power over the people who are paying to ensure they keep the baby healthy or that they actually deliver as promised, this could lead to a situation where the surrogate could exploit the adopting parents. Similarly if people had power or influence over a proposed surrogate or the surrogate was in need of assistance such as money then they could also be exploited into carrying or giving up a child when they didn't want to.",52
"782","5fd55882ad1b733ab34da934","va_n_1","68","Normative","First-order","Vaccines","2","41","2","6","5","5","Right",65,58,"Sexual Assistance",223.574,"don't really feel confident with this answer as don't know how disabled people feel about these matters!",34
"783","602a7cc708e6c3059c131a6c","va_n_1","10","Normative","First-order","Vaccines","1","24","1","3","1","1","Left",0,4,"Animals in Research",65.244,"I understand why animal testing was the norm in past times, however with the advancement of technology it is really quite unnecessary now. There are so many alternatives such as growing cells in a lab that the need to inflict pain on innocent animals should be a thing of the past.",77
"784","6062d142077e1d0ec0c9361a","va_n_1","0","Normative","First-order","Vaccines","1","20","2","3","1","1","Left",25,61,"Sexual Assistance",103.666,"Sex work can be used by those with disabilities to meet their sexual needs (as with anyone), however they should not be coerced into feeling like they have to access these services.",22
"785","5ff523629bf07dc8d8749a77","va_n_1","100","Normative","First-order","Vaccines","1","20","2","3","6","3","Right",68,30,"Surrogacy",63.087,"I don't believe they're being exploited, if they're accepting payment and agree to it then what's the problem?",51
"786","5e8e2341b233860cae471c69","va_n_1","74","Normative","First-order","Vaccines","2","34","5","5","2","2","Left",71,31,"Abortion",47.003,"I believe that at conception, the human foetus is not yet fully formed therefore cannot possibly experience pain until it starts developing.",100
"787","5ed6264a676334024b58c693","va_n_1","27","Normative","First-order","Vaccines","1","48","1","4","3","4","Left",37,81,"GM Crops",46.23,"Using modern techniques to replicate and improve on what humans have been doing for thousands of years is a good idea.  We can use these techniques to help grow better crops for ourselves and more sustainable to the environment.  Minimising water consumption and pesticide use by modifying genes would help billions of people worldwide.",82
"788","5ea93481c952ed0008eb2b34","va_n_1","66","Normative","First-order","Vaccines","1","54","1","1","6","6","Right",33,14,"Vaccines",46.471,"Rare vaccines issues far out way any issues with not being vaccinated",86
"789","5ff1e63cb0feb86788fcceb3","va_n_1","9","Normative","First-order","Vaccines","2","22","1","2","1","1","Left",22,44,"Vaccines",46.213,"based on what i have heard on the news.",64
"790","5ead63ad6d3e283f92154bd1","va_n_1","30","Normative","First-order","Vaccines","2","23","2","4","1","4","Left",31,32,"Vaccines",96.122,"Some vaccines may contain ingredients that people are allergic to - this would cause an adverse reaction in such people. Most vaccines also make one's arm sore, another mild condition. There is also a very rare incidence of blood clots (about 3 in 1,000,000 people) in some vaccines, but this is less common than blood clots that occur in women who take combined (progesterone + oestrogen) birth control pills (about 1 in 1,000 women a year), so it is negligible to prohibit vaccines while there are no attempts made to prevent the occurrence of blood clots in women using contraceptive pills.",100
"791","60271e479f27314e3bc0fb0a","va_n_1","58","Normative","First-order","Vaccines","2","18","2","2","2","2","Left",59,67,"Abortion",46.516,"When a fetus is in the first trimesters, its brain isnt fully developed enough so i feel it wouldn't feel the pain?",20
"792","59650d715708720001ab0909","va_n_1","42","Normative","First-order","Vaccines","2","47","5","4","3","3","Left",30,32,"Surrogacy",60.74,"Surrogacy is an amazing gift to a probably childless person. I think money is obviously an influence but it is only 1 factor among many reasons. If the process is well regulated then exploration should hopefully not occur but I do recognise there is a potential for exploitation which I had never considered before.",39
"793","5d0fe42123f6320016c63dd8","va_n_1","51","Normative","First-order","Vaccines","1","54","1","4","1","1","Left",51,33,"Vaccines",49.071,"I believe that most vaccines are quite safe and effective. Obviously there will always be certain risks but that is the case for all medication and surgical procedures. Nobody can ever be 100 per sure and what is effective for one might cause issues for another. In the long term however, they have been of greater benefit than harm.",69
"794","5fc95cf9aacaf144257ef56b","va_n_1","2","Normative","First-order","Vaccines","2","27","1","3","1","2","Left",2,89,"Animals in Research",46.836,"There is a time and a place for animal testing. It is very hard to generalise all testing as being all good and all bad. It depends on the procedure performed, such as how invasive it is and whether permanent damage is done to the animal, and the plans for care after testing is completed. I believe that there are regulations in place regarding animal testing only when necessary and using as few animals as possible. However, I do believe that these regulations could be tighter.   While I do have some misgivings about the treatments of these animals, I do believe that the long-term benefit of animal testing can answer some questions. Animal testing has been very important for a lot of scientific breakthroughs which benefit both people and animals. So long as these tests are performed ethically and with as little discomfort caused to the animals as possible, scientific testing with strong theoretical reasoning is both necessary and important.",71
